Season,RankingDayNum,SystemName,TeamID,OrdinalRank
2010,65,MAS,3305,82
2010,65,MAS,3296,83
2010,65,MAS,3266,84
2010,65,MAS,3157,85
2010,65,MAS,3423,86
2010,65,MAS,3287,87
2010,65,MAS,3316,88
2010,65,MAS,3264,89
2010,65,MAS,3414,90
2010,65,MAS,3284,91
2010,65,MAS,3307,92
2010,65,MAS,3402,93
2010,65,MAS,3363,94
2010,65,MAS,3331,95
2010,65,MAS,3462,96
2010,65,MAS,3340,97
2010,65,MAS,3272,98
2010,65,MAS,3265,99
2010,65,MAS,3106,100
2010,65,MAS,3325,101
2010,65,MAS,3291,102
2010,65,MAS,3211,103
2010,65,MAS,3239,104
2010,65,MAS,3176,105
2010,65,MAS,3167,106
2010,65,MAS,3295,107
2010,65,MAS,3149,108
2010,65,MAS,3227,109
2010,65,MAS,3388,110
2010,65,MAS,3152,111
2010,65,MAS,3390,112
2010,65,MAS,3333,113
2010,65,MAS,3110,114
2010,65,MAS,3404,115
2010,65,MAS,3244,116
2010,65,MAS,3182,117
2010,65,MAS,3338,118
2010,65,MAS,3434,119
2010,65,MAS,3235,120
2010,65,MAS,3139,121
2010,65,MAS,3391,122
2010,65,MAS,3101,123
2010,65,MAS,3185,124
2010,65,MAS,3367,125
2010,65,MAS,3450,126
2010,65,MAS,3154,127
2010,65,MAS,3365,128
2010,65,MAS,3257,129
2010,65,MAS,3173,130
2010,65,MAS,3376,131
2010,65,MAS,3330,132
2010,65,MAS,3183,133
2010,65,MAS,3467,134
2010,65,MAS,3277,135
2010,65,MAS,3371,136
2010,65,MAS,3166,137
2010,65,MAS,3478,138
2010,65,MAS,3354,139
2010,65,MAS,3164,140
2010,65,MAS,3233,141
2010,65,MAS,3138,142
2010,65,MAS,3301,143
2010,65,MAS,3385,144
2010,65,MAS,3278,145
2010,65,MAS,3118,146
2010,65,MAS,3155,147
2010,65,MAS,3318,148
2010,65,MAS,3417,149
2010,65,MAS,3160,150
2010,65,MAS,3252,151
2010,65,MAS,3389,152
2010,65,MAS,3415,153
2010,65,MAS,3172,154
2010,65,MAS,3342,155
2010,65,MAS,3215,156
2010,65,MAS,3112,157
2010,65,MAS,3465,158
2010,65,MAS,3116,159
2010,65,MAS,3165,160
2010,65,MAS,3241,161
2010,65,MAS,3221,162
2010,65,MAS,3444,163
2010,65,MAS,3132,164
2010,65,MAS,3229,165
2010,65,MAS,3124,166
2010,65,MAS,3332,167
2010,65,MAS,3350,168
2010,65,MAS,3168,169
2010,65,MAS,3285,170
2010,65,MAS,3359,171
2010,65,MAS,3240,172
2010,65,MAS,3392,173
2010,65,MAS,3439,174
2010,65,MAS,3368,175
2010,65,MAS,3286,176
2010,65,MAS,3288,177
2010,65,MAS,3347,178
2010,65,MAS,3107,179
2010,65,MAS,3380,180
2010,65,MAS,3324,181
2010,65,MAS,3247,182
2010,65,MAS,3313,183
2010,65,MAS,3435,184
2010,65,MAS,3431,185
2010,65,MAS,3282,186
2010,65,MAS,3334,187
2010,65,MAS,3442,188
2010,65,MAS,3466,189
2010,65,MAS,3479,190
2010,65,MAS,3304,191
2010,65,MAS,3148,192
2010,65,MAS,3283,193
2010,65,MAS,3174,194
2010,65,MAS,3412,195
2010,65,MAS,3254,196
2010,65,MAS,3408,197
2010,65,MAS,3407,198
2010,65,MAS,3349,199
2010,65,MAS,3261,200
2010,65,MAS,3321,201
2010,65,MAS,3351,202
2010,65,MAS,3451,203
2010,65,MAS,3294,204
2010,65,MAS,3400,205
2010,65,MAS,3471,206
2010,65,MAS,3214,207
2010,65,MAS,3151,208
2010,65,MAS,3345,209
2010,65,MAS,3312,210
2010,65,MAS,3208,211
2010,65,MAS,3377,212
2010,65,MAS,3108,213
2010,65,MAS,3421,214
2010,65,MAS,3476,215
2010,65,MAS,3387,216
2010,65,MAS,3326,217
2010,65,MAS,3348,218
2010,65,MAS,3209,219
2010,65,MAS,3140,220
2010,65,MAS,3440,221
2010,65,MAS,3437,222
2010,65,MAS,3103,223
2010,65,MAS,3180,224
2010,65,MAS,3230,225
2010,65,MAS,3117,226
2010,65,MAS,3300,227
2010,65,MAS,3314,228
2010,65,MAS,3424,229
2010,65,MAS,3411,230
2010,65,MAS,3226,231
2010,65,MAS,3420,232
2010,65,MAS,3153,233
2010,65,MAS,3267,234
2010,65,MAS,3212,235
2010,65,MAS,3281,236
2010,65,MAS,3452,237
2010,65,MAS,3446,238
2010,65,MAS,3234,239
2010,65,MAS,3218,240
2010,65,MAS,3225,241
2010,65,MAS,3231,242
2010,65,MAS,3475,243
2010,65,MAS,3370,244
2010,65,MAS,3309,245
2010,65,MAS,3147,246
2010,65,MAS,3373,247
2010,65,MAS,3317,248
2010,65,MAS,3447,249
2010,65,MAS,3362,250
2010,65,MAS,3120,251
2010,65,MAS,3259,252
2010,65,MAS,3141,253
2010,65,MAS,3398,254
2010,65,MAS,3386,255
2010,65,MAS,3472,256
2010,65,MAS,3335,257
2010,65,MAS,3159,258
2010,65,MAS,3197,259
2010,65,MAS,3119,260
2010,65,MAS,3422,261
2010,65,MAS,3401,262
2010,65,MAS,3114,263
2010,65,MAS,3126,264
2010,65,MAS,3470,265
2010,65,MAS,3109,266
2010,65,MAS,3205,267
2010,65,MAS,3269,268
2010,65,MAS,3374,269
2010,65,MAS,3186,270
2010,65,MAS,3455,271
2010,65,MAS,3128,272
2010,65,MAS,3430,273
2010,65,MAS,3250,274
2010,65,MAS,3379,275
2010,65,MAS,3279,276
2010,65,MAS,3184,277
2010,65,MAS,3135,278
2010,65,MAS,3344,279
2010,65,MAS,3310,280
2010,65,MAS,3463,281
2010,65,MAS,3341,282
2010,65,MAS,3369,283
2010,65,MAS,3196,284
2010,65,MAS,3255,285
2010,65,MAS,3394,286
2010,65,MAS,3428,287
2010,65,MAS,3113,288
2010,65,MAS,3201,289
2010,65,MAS,3129,290
2010,65,MAS,3383,291
2010,65,MAS,3158,292
2010,65,MAS,3406,293
2010,65,MAS,3246,294
2010,65,MAS,3290,295
2010,65,MAS,3378,296
2010,65,MAS,3308,297
2010,65,MAS,3163,298
2010,65,MAS,3199,299
2010,65,MAS,3319,300
2010,65,MAS,3220,301
2010,65,MAS,3329,302
2010,65,MAS,3441,303
2010,65,MAS,3104,304
2010,65,MAS,3115,305
2010,65,MAS,3449,306
2010,65,MAS,3202,307
2010,65,MAS,3427,308
2010,65,MAS,3242,309
2010,65,MAS,3372,310
2010,65,MAS,3171,311
2010,65,MAS,3142,312
2010,65,MAS,3358,313
2010,65,MAS,3144,314
2010,65,MAS,3194,315
2010,65,MAS,3251,316
2010,65,MAS,3150,317
2010,65,MAS,3403,318
2010,65,MAS,3192,319
2010,65,MAS,3381,320
2010,65,MAS,3224,321
2010,65,MAS,3213,322
2010,65,MAS,3469,323
2010,65,MAS,3206,324
2010,65,MAS,3477,325
2010,65,MAS,3397,326
2010,65,MAS,3443,327
2010,65,MAS,3346,328
2010,65,MAS,3289,329
2010,65,MAS,3271,330
2010,65,MAS,3236,331
2010,65,MAS,3461,332
2010,65,MAS,3216,333
2010,65,MAS,3262,334
2010,65,MAS,3395,335
2010,65,MAS,3243,336
2010,65,MAS,3364,337
2010,65,MAS,3276,338
2010,65,MAS,3188,339
2010,65,MAS,3145,340
2010,65,MAS,3263,341
2010,65,MAS,3366,342
2010,65,MAS,3419,343
2010,65,MAS,3315,344
2010,65,MAS,3273,345
2010,65,MAS,3248,346
2010,65,MAS,3177,347
2010,65,MAS,3122,348
2010,65,MAS,3336,349
2010,65,MAS,3162,350
2010,65,MAS,3454,351
2010,65,MAS,3268,352
2010,65,MAS,3222,353
2010,65,MAS,3343,354
2010,65,MAS,3249,355
2010,65,MAS,3418,356
2010,65,MAS,3133,357
2010,65,MAS,3219,358
2010,65,MAS,3156,359
2010,65,MAS,3223,360
2010,65,MAS,3328,361
2010,65,MAS,3123,362
2010,65,MAS,3130,363
2010,65,MAS,3137,364
2010,65,MAS,3410,365
2010,65,MAS,3136,366
2010,65,MAS,3460,367
2010,65,MAS,3299,368
2010,65,MAS,3303,369
2010,65,MAS,3105,370
2010,65,MAS,3198,371
2010,65,MAS,3228,372
2010,65,MAS,3193,373
2010,65,MAS,3297,374
2010,65,MAS,3270,375
2010,65,MAS,3189,376
2010,65,MAS,3179,377
2010,65,MAS,3323,378
2010,65,MAS,3125,379
2010,65,KPI,3260,1
2010,65,KPI,3416,2
2010,65,KPI,3356,3
2010,65,KPI,3274,4
2010,65,KPI,3384,5
2010,65,KPI,3339,6
2010,65,KPI,3445,7
2010,65,KPI,3425,8
2010,65,KPI,3473,9
2010,65,KPI,3258,10
2010,65,KPI,3191,11
2010,65,KPI,3134,12
2010,65,KPI,3175,13
2010,65,KPI,3181,14
2010,65,KPI,3256,15
2010,65,KPI,3322,16
2010,65,KPI,3327,17
2010,65,KPI,3457,18
2010,65,KPI,3170,19
2010,65,KPI,3448,20
2010,65,KPI,3357,21
2010,65,KPI,3187,22
2010,65,KPI,3352,23
2010,65,KPI,3355,24
2010,65,KPI,3245,25
2010,65,KPI,3121,26
2010,65,KPI,3217,27
2010,65,KPI,3468,28
2010,65,KPI,3396,29
2010,65,KPI,3438,30
2010,65,KPI,3102,31
2010,65,KPI,3111,32
2010,65,KPI,3433,33
2010,65,KPI,3203,34
2010,65,KPI,3360,35
2010,65,KPI,3337,36
2010,65,KPI,3292,37
2010,65,KPI,3210,38
2010,65,KPI,3293,39
2010,65,KPI,3393,40
2010,65,KPI,3399,41
2010,65,KPI,3426,42
2010,65,KPI,3382,43
2010,65,KPI,3320,44
2010,65,KPI,3143,45
2010,65,KPI,3146,46
2010,65,KPI,3307,47
2010,65,KPI,3169,48
2010,65,KPI,3237,49
2010,65,KPI,3432,50
2010,65,KPI,3302,51
2010,65,KPI,3195,52
2010,65,KPI,3306,53
2010,65,KPI,3157,54
2010,65,KPI,3340,55
2010,65,KPI,3459,56
2010,65,KPI,3272,57
2010,65,KPI,3436,58
2010,65,KPI,3207,59
2010,65,KPI,3161,60
2010,65,KPI,3253,61
2010,65,KPI,3275,62
2010,65,KPI,3429,63
2010,65,KPI,3413,64
2010,65,KPI,3190,65
2010,65,KPI,3227,66
2010,65,KPI,3238,67
2010,65,KPI,3464,68
2010,65,KPI,3458,69
2010,65,KPI,3474,70
2010,65,KPI,3235,71
2010,65,KPI,3266,72
2010,65,KPI,3232,73
2010,65,KPI,3388,74
2010,65,KPI,3178,75
2010,65,KPI,3330,76
2010,65,KPI,3204,77
2010,65,KPI,3152,78
2010,65,KPI,3361,79
2010,65,KPI,3409,80
2010,65,KPI,3316,81
2010,65,KPI,3287,82
2010,65,KPI,3450,83
2010,65,KPI,3106,84
2010,65,KPI,3405,85
2010,65,KPI,3131,86
2010,65,KPI,3456,87
2010,65,KPI,3404,88
2010,65,KPI,3423,89
2010,65,KPI,3333,90
2010,65,KPI,3353,91
2010,65,KPI,3434,92
2010,65,KPI,3367,93
2010,65,KPI,3311,94
2010,65,KPI,3138,95
2010,65,KPI,3265,96
2010,65,KPI,3363,97
2010,65,KPI,3391,98
2010,65,KPI,3331,99
2010,65,KPI,3385,100
2010,65,KPI,3280,101
2010,65,KPI,3359,102
2010,65,KPI,3284,103
2010,65,KPI,3467,104
2010,65,KPI,3342,105
2010,65,KPI,3298,106
2010,65,KPI,3296,107
2010,65,KPI,3247,108
2010,65,KPI,3439,109
2010,65,KPI,3211,110
2010,65,KPI,3278,111
2010,65,KPI,3375,112
2010,65,KPI,3325,113
2010,65,KPI,3305,114
2010,65,KPI,3127,115
2010,65,KPI,3471,116
2010,65,KPI,3200,117
2010,65,KPI,3168,118
2010,65,KPI,3257,119
2010,65,KPI,3264,120
2010,65,KPI,3291,121
2010,65,KPI,3462,122
2010,65,KPI,3118,123
2010,65,KPI,3453,124
2010,65,KPI,3338,125
2010,65,KPI,3140,126
2010,65,KPI,3182,127
2010,65,KPI,3324,128
2010,65,KPI,3417,129
2010,65,KPI,3239,130
2010,65,KPI,3332,131
2010,65,KPI,3110,132
2010,65,KPI,3277,133
2010,65,KPI,3392,134
2010,65,KPI,3288,135
2010,65,KPI,3414,136
2010,65,KPI,3166,137
2010,65,KPI,3415,138
2010,65,KPI,3185,139
2010,65,KPI,3313,140
2010,65,KPI,3444,141
2010,65,KPI,3151,142
2010,65,KPI,3351,143
2010,65,KPI,3295,144
2010,65,KPI,3466,145
2010,65,KPI,3400,146
2010,65,KPI,3132,147
2010,65,KPI,3154,148
2010,65,KPI,3167,149
2010,65,KPI,3390,150
2010,65,KPI,3318,151
2010,65,KPI,3345,152
2010,65,KPI,3440,153
2010,65,KPI,3240,154
2010,65,KPI,3148,155
2010,65,KPI,3244,156
2010,65,KPI,3465,157
2010,65,KPI,3174,158
2010,65,KPI,3176,159
2010,65,KPI,3139,160
2010,65,KPI,3377,161
2010,65,KPI,3451,162
2010,65,KPI,3321,163
2010,65,KPI,3402,164
2010,65,KPI,3108,165
2010,65,KPI,3229,166
2010,65,KPI,3326,167
2010,65,KPI,3107,168
2010,65,KPI,3387,169
2010,65,KPI,3407,170
2010,65,KPI,3173,171
2010,65,KPI,3116,172
2010,65,KPI,3431,173
2010,65,KPI,3389,174
2010,65,KPI,3221,175
2010,65,KPI,3149,176
2010,65,KPI,3214,177
2010,65,KPI,3354,178
2010,65,KPI,3155,179
2010,65,KPI,3254,180
2010,65,KPI,3112,181
2010,65,KPI,3252,182
2010,65,KPI,3309,183
2010,65,KPI,3172,184
2010,65,KPI,3103,185
2010,65,KPI,3408,186
2010,65,KPI,3225,187
2010,65,KPI,3478,188
2010,65,KPI,3282,189
2010,65,KPI,3285,190
2010,65,KPI,3347,191
2010,65,KPI,3368,192
2010,65,KPI,3371,193
2010,65,KPI,3101,194
2010,65,KPI,3120,195
2010,65,KPI,3365,196
2010,65,KPI,3350,197
2010,65,KPI,3300,198
2010,65,KPI,3233,199
2010,65,KPI,3314,200
2010,65,KPI,3183,201
2010,65,KPI,3267,202
2010,65,KPI,3424,203
2010,65,KPI,3234,204
2010,65,KPI,3165,205
2010,65,KPI,3376,206
2010,65,KPI,3261,207
2010,65,KPI,3435,208
2010,65,KPI,3412,209
2010,65,KPI,3411,210
2010,65,KPI,3126,211
2010,65,KPI,3218,212
2010,65,KPI,3304,213
2010,65,KPI,3197,214
2010,65,KPI,3279,215
2010,65,KPI,3442,216
2010,65,KPI,3447,217
2010,65,KPI,3212,218
2010,65,KPI,3329,219
2010,65,KPI,3124,220
2010,65,KPI,3160,221
2010,65,KPI,3153,222
2010,65,KPI,3370,223
2010,65,KPI,3301,224
2010,65,KPI,3479,225
2010,65,KPI,3215,226
2010,65,KPI,3421,227
2010,65,KPI,3380,228
2010,65,KPI,3334,229
2010,65,KPI,3452,230
2010,65,KPI,3164,231
2010,65,KPI,3470,232
2010,65,KPI,3117,233
2010,65,KPI,3472,234
2010,65,KPI,3373,235
2010,65,KPI,3141,236
2010,65,KPI,3241,237
2010,65,KPI,3159,238
2010,65,KPI,3119,239
2010,65,KPI,3286,240
2010,65,KPI,3422,241
2010,65,KPI,3348,242
2010,65,KPI,3208,243
2010,65,KPI,3294,244
2010,65,KPI,3199,245
2010,65,KPI,3281,246
2010,65,KPI,3446,247
2010,65,KPI,3349,248
2010,65,KPI,3269,249
2010,65,KPI,3362,250
2010,65,KPI,3129,251
2010,65,KPI,3128,252
2010,65,KPI,3312,253
2010,65,KPI,3394,254
2010,65,KPI,3401,255
2010,65,KPI,3114,256
2010,65,KPI,3317,257
2010,65,KPI,3209,258
2010,65,KPI,3201,259
2010,65,KPI,3226,260
2010,65,KPI,3437,261
2010,65,KPI,3184,262
2010,65,KPI,3430,263
2010,65,KPI,3428,264
2010,65,KPI,3230,265
2010,65,KPI,3378,266
2010,65,KPI,3259,267
2010,65,KPI,3386,268
2010,65,KPI,3194,269
2010,65,KPI,3455,270
2010,65,KPI,3231,271
2010,65,KPI,3406,272
2010,65,KPI,3383,273
2010,65,KPI,3147,274
2010,65,KPI,3398,275
2010,65,KPI,3475,276
2010,65,KPI,3283,277
2010,65,KPI,3379,278
2010,65,KPI,3142,279
2010,65,KPI,3335,280
2010,65,KPI,3180,281
2010,65,KPI,3310,282
2010,65,KPI,3251,283
2010,65,KPI,3449,284
2010,65,KPI,3109,285
2010,65,KPI,3308,286
2010,65,KPI,3420,287
2010,65,KPI,3403,288
2010,65,KPI,3186,289
2010,65,KPI,3372,290
2010,65,KPI,3476,291
2010,65,KPI,3395,292
2010,65,KPI,3374,293
2010,65,KPI,3250,294
2010,65,KPI,3344,295
2010,65,KPI,3369,296
2010,65,KPI,3196,297
2010,65,KPI,3163,298
2010,65,KPI,3463,299
2010,65,KPI,3150,300
2010,65,KPI,3341,301
2010,65,KPI,3202,302
2010,65,KPI,3113,303
2010,65,KPI,3427,304
2010,65,KPI,3271,305
2010,65,KPI,3220,306
2010,65,KPI,3205,307
2010,65,KPI,3276,308
2010,65,KPI,3246,309
2010,65,KPI,3255,310
2010,65,KPI,3358,311
2010,65,KPI,3213,312
2010,65,KPI,3135,313
2010,65,KPI,3224,314
2010,65,KPI,3319,315
2010,65,KPI,3441,316
2010,65,KPI,3162,317
2010,65,KPI,3289,318
2010,65,KPI,3171,319
2010,65,KPI,3206,320
2010,65,KPI,3461,321
2010,65,KPI,3223,322
2010,65,KPI,3263,323
2010,65,KPI,3290,324
2010,65,KPI,3144,325
2010,65,KPI,3262,326
2010,65,KPI,3158,327
2010,65,KPI,3104,328
2010,65,KPI,3236,329
2010,65,KPI,3346,330
2010,65,KPI,3123,331
2010,65,KPI,3145,332
2010,65,KPI,3364,333
2010,65,KPI,3469,334
2010,65,KPI,3381,335
2010,65,KPI,3115,336
2010,65,KPI,3336,337
2010,65,KPI,3443,338
2010,65,KPI,3242,339
2010,65,KPI,3397,340
2010,65,KPI,3219,341
2010,65,KPI,3343,342
2010,65,KPI,3249,343
2010,65,KPI,3419,344
2010,65,KPI,3366,345
2010,65,KPI,3216,346
2010,65,KPI,3418,347
2010,65,KPI,3192,348
2010,65,KPI,3477,349
2010,65,KPI,3122,350
2010,65,KPI,3188,351
2010,65,KPI,3268,352
2010,65,KPI,3248,353
2010,65,KPI,3136,354
2010,65,KPI,3222,355
2010,65,KPI,3177,356
2010,65,KPI,3328,357
2010,65,KPI,3273,358
2010,65,KPI,3243,359
2010,65,KPI,3198,360
2010,65,KPI,3133,361
2010,65,KPI,3156,362
2010,65,KPI,3137,363
2010,65,KPI,3315,364
2010,65,KPI,3454,365
2010,65,KPI,3460,366
2010,65,KPI,3303,367
2010,65,KPI,3323,368
2010,65,KPI,3105,369
2010,65,KPI,3410,370
2010,65,KPI,3228,371
2010,65,KPI,3130,372
2010,65,KPI,3297,373
2010,65,KPI,3270,374
2010,65,KPI,3193,375
2010,65,KPI,3299,376
2010,65,KPI,3179,377
2010,65,KPI,3189,378
2010,65,KPI,3125,379
2010,65,NET,3356,1
2010,65,NET,3191,2
2010,65,NET,3260,3
2010,65,NET,3473,4
2010,65,NET,3416,5
2010,65,NET,3425,6
2010,65,NET,3258,7
2010,65,NET,3256,8
2010,65,NET,3445,9
2010,65,NET,3134,10
2010,65,NET,3274,11
2010,65,NET,3327,12
2010,65,NET,3384,13
2010,65,NET,3322,14
2010,65,NET,3457,15
2010,65,NET,3357,16
2010,65,NET,3339,17
2010,65,NET,3181,18
2010,65,NET,3175,19
2010,65,NET,3433,20
2010,65,NET,3293,21
2010,65,NET,3170,22
2010,65,NET,3111,23
2010,65,NET,3245,24
2010,65,NET,3352,25
2010,65,NET,3382,26
2010,65,NET,3468,27
2010,65,NET,3195,28
2010,65,NET,3320,29
2010,65,NET,3404,30
2010,65,NET,3292,31
2010,65,NET,3169,32
2010,65,NET,3311,33
2010,65,NET,3302,34
2010,65,NET,3178,35
2010,65,NET,3187,36
2010,65,NET,3210,37
2010,65,NET,3448,38
2010,65,NET,3203,39
2010,65,NET,3217,40
2010,65,NET,3399,41
2010,65,NET,3360,42
2010,65,NET,3235,43
2010,65,NET,3232,44
2010,65,NET,3102,45
2010,65,NET,3237,46
2010,65,NET,3438,47
2010,65,NET,3355,48
2010,65,NET,3413,49
2010,65,NET,3361,50
2010,65,NET,3325,51
2010,65,NET,3474,52
2010,65,NET,3353,53
2010,65,NET,3426,54
2010,65,NET,3453,55
2010,65,NET,3307,56
2010,65,NET,3275,57
2010,65,NET,3459,58
2010,65,NET,3393,59
2010,65,NET,3143,60
2010,65,NET,3204,61
2010,65,NET,3161,62
2010,65,NET,3253,63
2010,65,NET,3157,64
2010,65,NET,3337,65
2010,65,NET,3456,66
2010,65,NET,3330,67
2010,65,NET,3121,68
2010,65,NET,3146,69
2010,65,NET,3287,70
2010,65,NET,3291,71
2010,65,NET,3436,72
2010,65,NET,3409,73
2010,65,NET,3264,74
2010,65,NET,3200,75
2010,65,NET,3305,76
2010,65,NET,3227,77
2010,65,NET,3375,78
2010,65,NET,3367,79
2010,65,NET,3173,80
2010,65,NET,3340,81
2010,65,NET,3316,82
2010,65,NET,3331,83
2010,65,NET,3306,84
2010,65,NET,3402,85
2010,65,NET,3238,86
2010,65,NET,3272,87
2010,65,NET,3458,88
2010,65,NET,3450,89
2010,65,NET,3338,90
2010,65,NET,3108,91
2010,65,NET,3363,92
2010,65,NET,3190,93
2010,65,NET,3405,94
2010,65,NET,3266,95
2010,65,NET,3434,96
2010,65,NET,3295,97
2010,65,NET,3280,98
2010,65,NET,3464,99
2010,65,NET,3432,100
2010,65,NET,3391,101
2010,65,NET,3167,102
2010,65,NET,3244,103
2010,65,NET,3239,104
2010,65,NET,3149,105
2010,65,NET,3139,106
2010,65,NET,3131,107
2010,65,NET,3106,108
2010,65,NET,3265,109
2010,65,NET,3390,110
2010,65,NET,3354,111
2010,65,NET,3110,112
2010,65,NET,3296,113
2010,65,NET,3385,114
2010,65,NET,3429,115
2010,65,NET,3471,116
2010,65,NET,3288,117
2010,65,NET,3467,118
2010,65,NET,3462,119
2010,65,NET,3396,120
2010,65,NET,3478,121
2010,65,NET,3127,122
2010,65,NET,3207,123
2010,65,NET,3298,124
2010,65,NET,3277,125
2010,65,NET,3185,126
2010,65,NET,3414,127
2010,65,NET,3284,128
2010,65,NET,3148,129
2010,65,NET,3211,130
2010,65,NET,3118,131
2010,65,NET,3101,132
2010,65,NET,3176,133
2010,65,NET,3333,134
2010,65,NET,3240,135
2010,65,NET,3415,136
2010,65,NET,3174,137
2010,65,NET,3152,138
2010,65,NET,3138,139
2010,65,NET,3309,140
2010,65,NET,3417,141
2010,65,NET,3342,142
2010,65,NET,3332,143
2010,65,NET,3116,144
2010,65,NET,3324,145
2010,65,NET,3388,146
2010,65,NET,3431,147
2010,65,NET,3466,148
2010,65,NET,3439,149
2010,65,NET,3252,150
2010,65,NET,3423,151
2010,65,NET,3107,152
2010,65,NET,3132,153
2010,65,NET,3151,154
2010,65,NET,3451,155
2010,65,NET,3442,156
2010,65,NET,3247,157
2010,65,NET,3359,158
2010,65,NET,3318,159
2010,65,NET,3165,160
2010,65,NET,3351,161
2010,65,NET,3166,162
2010,65,NET,3392,163
2010,65,NET,3182,164
2010,65,NET,3278,165
2010,65,NET,3365,166
2010,65,NET,3257,167
2010,65,NET,3421,168
2010,65,NET,3103,169
2010,65,NET,3112,170
2010,65,NET,3373,171
2010,65,NET,3155,172
2010,65,NET,3440,173
2010,65,NET,3282,174
2010,65,NET,3283,175
2010,65,NET,3371,176
2010,65,NET,3349,177
2010,65,NET,3154,178
2010,65,NET,3164,179
2010,65,NET,3389,180
2010,65,NET,3230,181
2010,65,NET,3267,182
2010,65,NET,3347,183
2010,65,NET,3400,184
2010,65,NET,3160,185
2010,65,NET,3221,186
2010,65,NET,3465,187
2010,65,NET,3376,188
2010,65,NET,3444,189
2010,65,NET,3407,190
2010,65,NET,3140,191
2010,65,NET,3350,192
2010,65,NET,3412,193
2010,65,NET,3229,194
2010,65,NET,3286,195
2010,65,NET,3225,196
2010,65,NET,3380,197
2010,65,NET,3334,198
2010,65,NET,3215,199
2010,65,NET,3452,200
2010,65,NET,3368,201
2010,65,NET,3447,202
2010,65,NET,3313,203
2010,65,NET,3183,204
2010,65,NET,3435,205
2010,65,NET,3377,206
2010,65,NET,3301,207
2010,65,NET,3172,208
2010,65,NET,3269,209
2010,65,NET,3261,210
2010,65,NET,3209,211
2010,65,NET,3120,212
2010,65,NET,3411,213
2010,65,NET,3279,214
2010,65,NET,3437,215
2010,65,NET,3214,216
2010,65,NET,3300,217
2010,65,NET,3254,218
2010,65,NET,3304,219
2010,65,NET,3387,220
2010,65,NET,3233,221
2010,65,NET,3168,222
2010,65,NET,3212,223
2010,65,NET,3124,224
2010,65,NET,3153,225
2010,65,NET,3197,226
2010,65,NET,3446,227
2010,65,NET,3314,228
2010,65,NET,3208,229
2010,65,NET,3234,230
2010,65,NET,3379,231
2010,65,NET,3472,232
2010,65,NET,3317,233
2010,65,NET,3201,234
2010,65,NET,3141,235
2010,65,NET,3401,236
2010,65,NET,3285,237
2010,65,NET,3348,238
2010,65,NET,3126,239
2010,65,NET,3378,240
2010,65,NET,3345,241
2010,65,NET,3321,242
2010,65,NET,3455,243
2010,65,NET,3184,244
2010,65,NET,3226,245
2010,65,NET,3294,246
2010,65,NET,3159,247
2010,65,NET,3370,248
2010,65,NET,3119,249
2010,65,NET,3424,250
2010,65,NET,3386,251
2010,65,NET,3422,252
2010,65,NET,3470,253
2010,65,NET,3408,254
2010,65,NET,3128,255
2010,65,NET,3218,256
