Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF
2010,136,3445,62,3203,60,N,0,23,54,6,16,18,22,7,31,10,10,7,1,17,25,67,7,17,11,15,9,17,12,12,4,1,17
2010,138,3324,51,3445,49,N,0,21,57,7,21,9,13,11,26,11,10,9,6,14,21,51,13,26,10,15,21,26,13,20,5,1,16
2010,138,3291,50,3327,46,N,0,20,55,10,22,17,24,13,26,11,10,5,5,17,16,49,12,23,17,22,8,27,8,13,4,2,18
2010,138,3433,60,3425,59,N,0,20,57,8,18,10,14,13,23,10,11,5,5,19,21,54,4,15,9,14,8,20,11,20,6,6,18
2010,138,3391,64,3423,62,N,0,25,67,9,21,12,16,9,28,17,8,4,5,19,23,71,7,20,12,19,6,30,10,7,4,7,19
2010,140,3324,66,3391,56,N,0,27,61,5,13,11,17,16,18,12,13,7,3,23,22,57,7,22,9,14,7,25,11,10,4,3,19
2010,140,3291,61,3433,54,N,0,21,56,11,25,10,15,6,19,11,10,3,2,17,22,64,7,19,7,9,5,25,12,10,7,7,12
2010,142,3324,64,3291,62,N,0,23,58,6,15,8,14,9,19,11,12,7,6,20,24,56,4,15,14,20,8,30,11,11,5,4,17
2010,146,3258,73,3256,65,N,0,28,52,7,17,7,11,9,22,20,11,7,5,17,28,61,9,21,17,22,11,25,15,13,10,6,14
2010,146,3324,61,3274,54,N,0,23,63,8,19,10,10,14,27,13,15,5,4,15,25,67,9,18,10,14,6,17,14,13,10,6,24
2010,148,3324,58,3258,57,N,0,21,52,10,20,8,14,3,26,9,9,5,4,18,19,48,6,14,16,20,6,25,9,12,5,5,23
2011,136,3367,72,3468,63,N,0,28,56,11,24,12,17,15,19,15,14,7,0,18,27,57,8,18,19,24,13,28,17,12,4,4,20
2011,136,3288,53,3146,51,N,0,18,59,8,24,13,18,14,27,8,14,7,3,10,24,60,8,18,17,22,9,36,18,17,8,1,21
2011,136,3295,62,3131,57,N,0,24,62,5,15,6,10,5,31,13,12,2,2,17,21,64,6,16,10,15,5,22,9,16,6,4,22
2011,136,3245,56,3457,53,N,0,24,54,9,19,13,16,8,20,13,10,3,5,16,23,81,9,19,20,27,10,21,14,6,5,2,16
2011,136,3352,68,3342,65,N,0,25,53,8,20,14,17,8,22,13,18,5,2,21,24,53,9,18,6,10,10,21,14,14,6,5,16
2011,136,3423,71,3275,62,N,0,28,58,6,20,16,21,10,30,16,12,4,4,13,26,52,9,20,14,18,8,23,15,14,7,1,17
2011,136,3169,67,3473,62,N,0,28,54,8,18,5,9,13,20,15,13,2,2,23,26,62,9,23,11,15,9,22,16,12,7,3,18
2011,136,3284,62,3436,55,N,0,24,60,6,21,12,16,20,24,15,12,5,0,18,22,63,10,19,15,20,5,24,11,13,7,5,17
2011,138,3284,62,3367,54,N,0,24,55,12,26,5,8,9,30,12,12,6,5,19,26,64,7,15,8,10,5,27,13,13,3,4,18
2011,138,3169,61,3288,58,N,0,24,56,9,17,12,15,13,28,10,12,2,1,17,22,51,10,22,12,18,10,25,11,14,7,4,22
2011,138,3423,69,3295,61,N,0,24,53,6,15,12,17,8,17,15,14,3,2,16,21,54,3,11,13,15,10,21,16,15,7,4,17
2011,138,3245,57,3352,53,N,0,23,58,12,21,10,13,11,26,12,16,5,0,16,19,58,6,16,20,27,11,23,13,16,10,3,19
2011,140,3284,72,3245,71,N,0,25,53,3,15,16,20,4,27,14,11,8,2,15,25,56,4,13,17,21,13,15,15,9,3,6,18
2011,140,3423,59,3169,54,N,0,22,63,5,13,14,16,6,25,13,13,6,3,15,23,54,8,23,13,17,11,21,11,12,2,4,17
2011,142,3284,59,3423,55,N,0,24,64,8,20,6,10,14,29,10,13,8,2,17,19,59,8,20,16,22,10,20,11,10,4,3,23
2011,136,3267,58,3322,54,N,0,21,62,13,32,13,18,4,32,16,13,6,8,22,23,54,6,14,15,20,10,28,12,11,8,7,15
2011,136,3450,65,3416,60,N,0,22,60,10,25,16,24,1,20,9,14,6,2,22,26,46,14,31,17,23,7,20,13,10,6,0,18
2011,136,3204,67,3203,59,N,0,24,64,4,11,11,16,13,20,11,13,5,4,17,23,63,8,20,14,21,14,24,15,13,5,5,19
2011,136,3405,70,3330,65,N,0,29,61,10,24,18,25,15,30,14,16,6,6,16,28,60,8,20,17,23,7,30,13,15,3,4,18
2011,136,3339,69,3232,60,N,0,31,48,13,24,15,21,4,28,15,13,3,3,19,22,58,9,20,16,21,10,29,15,13,8,3,23
2011,136,3253,64,3181,58,N,0,20,65,10,24,15,20,12,26,9,8,8,1,21,25,56,9,18,17,19,7,20,15,14,7,5,19
2011,136,3191,80,3173,69,N,0,36,61,10,20,8,12,12,33,23,13,4,0,21,28,58,8,21,10,14,13,26,13,14,4,3,14
2011,136,3302,71,3175,65,N,0,28,64,9,16,15,19,15,18,15,11,6,5,14,27,57,3,4,20,25,8,31,12,13,7,3,15
2011,138,3302,70,3267,57,N,0,27,68,8,18,10,15,11,22,14,13,6,4,17,25,63,6,21,15,21,3,23,13,13,8,5,17
2011,138,3191,70,3450,59,N,0,28,59,9,24,10,12,9,23,16,13,7,1,22,21,64,5,12,16,21,8,20,15,14,7,7,11
2011,138,3204,69,3253,65,N,0,32,66,7,18,15,20,8,22,19,11,8,8,14,27,59,9,26,6,8,11,29,15,10,9,4,13
2011,138,3405,55,3339,49,N,0,25,57,11,24,14,18,2,30,12,16,7,4,24,21,62,13,24,11,13,10,25,15,14,4,4,15
2011,140,3302,67,3405,60,N,0,25,56,10,22,14,21,14,26,13,15,6,5,20,22,60,9,21,16,21,10,23,19,13,4,3,24
2011,140,3204,67,3191,60,N,0,29,53,4,11,17,23,7,26,15,15,7,5,15,24,59,8,23,15,19,15,31,9,12,11,1,23
2011,142,3302,61,3204,57,N,0,22,67,4,13,12,16,7,26,10,13,8,5,26,22,67,8,20,13,18,6,23,12,10,8,4,14
2011,136,3127,59,3327,50,N,0,24,59,6,17,18,26,10,24,13,12,5,6,16,23,69,10,23,7,10,13,24,12,9,4,0,22
2011,136,3266,63,3187,62,N,0,23,63,9,21,8,13,6,30,15,15,6,3,16,24,61,10,23,17,23,9,25,13,17,4,2,23
2011,136,3260,79,3291,61,N,0,30,65,11,16,16,20,9,28,15,11,7,3,16,25,57,9,23,15,18,8,21,15,11,8,2,22
2011,136,3417,59,3134,56,N,0,24,61,7,16,9,13,6,29,12,12,3,6,17,22,57,12,24,15,21,12,29,9,12,2,3,19
2011,136,3110,67,3389,61,N,0,26,61,13,31,13,19,6,29,13,13,10,3,21,25,75,4,13,14,20,5,26,16,12,5,3,17
2011,136,3426,58,3274,55,N,0,23,68,7,15,8,14,12,18,12,11,8,6,16,21,66,9,17,13,14,8,23,11,9,4,3,17
2011,136,3467,67,3388,65,N,0,27,56,9,24,9,12,6,26,13,12,4,2,18,25,56,6,17,13,18,10,31,11,15,6,1,17
2011,136,3429,56,3384,53,N,0,22,65,8,21,18,24,8,27,11,13,11,0,20,18,63,6,13,8,9,10,33,7,8,7,6,21
2011,138,3127,62,3429,58,N,0,26,61,11,26,13,16,8,23,14,12,3,10,20,24,49,10,23,9,12,11,18,13,13,4,4,18
2011,138,3266,57,3467,49,N,0,24,61,10,27,10,15,8,22,12,9,5,3,20,20,59,10,21,16,21,13,27,13,10,7,4,19
2011,138,3260,78,3426,52,N,0,28,53,15,27,15,17,8,21,18,12,5,5,19,19,60,9,21,17,23,13,24,10,13,4,4,18
2011,138,3417,67,3110,62,N,0,29,62,8,19,19,26,8,19,15,13,6,5,11,27,51,7,16,6,10,5,28,13,13,6,6,19
2011,140,3417,63,3127,62,N,0,24,58,9,22,11,14,12,27,9,10,3,6,19,24,52,7,20,14,18,4,25,14,13,5,0,18
2011,140,3260,74,3266,56,N,0,26,63,12,18,15,18,9,26,12,11,5,5,13,23,65,7,19,13,18,9,23,12,18,10,1,22
2011,142,3417,50,3260,46,N,0,21,65,11,26,16,21,15,22,9,7,7,5,21,19,61,14,20,14,17,8,29,8,11,3,1,20
2011,136,3357,64,3399,57,N,0,25,58,12,24,11,16,10,29,12,15,5,5,26,25,56,8,20,12,18,12,22,15,15,6,3,20
2011,136,3340,54,3258,48,N,0,22,65,7,17,11,16,12,20,11,9,5,3,14,22,66,12,24,14,18,4,18,12,10,4,6,12
2011,136,3402,66,3161,61,N,0,25,53,8,21,13,18,5,23,11,13,7,0,15,23,72,5,13,13,18,3,29,12,16,6,3,13
2011,136,3210,73,3325,66,N,0,31,60,8,18,13,17,6,18,15,19,6,6,16,25,63,9,26,12,18,9,27,15,13,6,5,19
2011,136,3324,63,3474,57,N,0,26,70,10,23,13,16,9,15,16,15,3,1,13,27,62,9,20,8,10,7,16,16,15,3,6,12
2011,136,3356,65,3409,59,N,0,26,54,9,18,14,19,8,23,16,13,6,1,16,24,62,5,15,10,15,12,25,14,14,8,3,22
2011,136,3170,76,3360,63,N,0,31,62,9,19,9,12,17,27,17,12,4,1,17,23,60,8,17,13,18,12,17,10,13,5,4,24
2011,136,3382,61,3287,56,N,0,25,63,8,16,16,21,13,26,12,13,5,3,17,22,64,11,24,16,20,8,26,14,16,6,0,14
2011,138,3357,61,3382,60,N,0,19,61,9,19,11,17,10,18,10,8,5,7,16,25,54,12,24,9,13,12,20,14,13,8,5,18
2011,138,3340,57,3170,52,N,0,23,58,8,19,14,18,3,23,9,12,6,3,20,19,66,13,25,12,15,9,21,10,9,5,1,20
2011,138,3356,66,3402,61,N,0,26,50,6,15,9,14,12,27,12,12,5,0,19,25,59,4,15,10,15,6,22,16,13,5,3,15
2011,138,3324,68,3210,64,N,0,24,59,8,19,11,13,6,24,14,14,4,0,15,24,51,12,27,14,17,12,19,11,10,7,5,16
2011,140,3324,73,3357,65,N,0,28,65,9,18,17,20,10,27,14,15,8,5,18,26,47,9,20,10,14,10,27,14,17,8,1,14
2011,140,3356,67,3340,64,N,0,25,60,5,15,9,12,5,21,12,10,1,2,20,25,54,7,18,16,22,6,25,14,16,7,4,17
2011,142,3324,69,3356,60,N,0,31,63,11,24,16,21,6,33,14,12,4,4,18,20,58,10,20,11,13,6,27,11,16,6,4,19
2011,146,3302,70,3284,57,N,0,28,56,9,24,17,22,12,24,14,11,7,3,18,22,45,10,24,15,22,2,24,8,14,5,4,14
2011,146,3417,65,3324,60,N,0,27,50,8,19,9,11,12,26,12,15,3,7,18,24,54,10,20,16,20,13,23,8,14,5,4,21
2011,148,3417,59,3302,54,N,0,23,55,12,26,17,23,7,32,12,12,6,3,19,19,62,12,24,17,22,11,23,13,10,7,4,19
2012,136,3399,57,3445,52,N,0,19,62,8,20,15,19,8,28,11,13,9,1,17,23,58,11,20,12,16,10,23,10,9,5,4,13
2012,136,3352,74,3291,67,N,0,30,57,9,19,16,23,10,28,17,9,6,5,15,28,68,7,18,14,20,6,26,11,11,7,3,14
2012,136,3393,68,3146,63,N,0,24,62,10,22,15,20,13,25,10,11,5,4,16,24,53,10,22,9,11,11,21,11,12,7,3,15
2012,136,3456,71,3423,70,N,0,26,49,5,16,8,11,7,27,10,11,4,7,19,27,57,9,19,15,20,9,24,18,13,7,2,23
2012,136,3191,77,3459,71,N,0,30,69,9,17,12,17,10,23,19,15,4,3,18,28,61,7,19,12,17,16,20,16,12,4,3,14
2012,136,3217,60,3361,58,N,0,24,54,5,18,10,13,6,26,13,16,6,5,20,25,63,7,19,10,13,10,24,13,17,4,2,18
2012,136,3110,55,3327,50,N,0,22,70,9,19,7,11,12,19,10,13,8,2,19,21,48,5,14,16,21,9,31,10,10,0,0,18
2012,136,3416,66,3210,58,N,0,25,54,6,15,15,20,9,18,15,9,8,3,18,24,54,11,22,17,21,8,23,10,10,6,2,18
2012,138,3416,60,3399,59,N,0,21,61,7,18,11,17,15,24,10,13,7,0,15,25,69,6,15,15,18,10,27,12,16,5,3,15
2012,138,3110,61,3352,52,N,0,25,63,7,21,12,15,13,23,14,14,4,2,14,20,63,12,28,8,10,13,26,12,15,9,3,19
2012,138,3217,66,3393,61,N,0,29,54,8,19,19,26,9,29,19,10,2,5,19,24,52,9,19,11,16,7,23,17,15,4,7,18
2012,138,3456,54,3191,50,N,0,23,70,9,24,10,16,5,26,13,16,3,3,18,19,55,10,24,14,18,10,24,9,10,7,3,18
2012,140,3456,79,3416,71,N,0,33,57,8,19,12,15,5,26,20,10,3,4,16,27,64,6,15,18,22,4,21,17,13,9,5,10
2012,140,3110,66,3217,59,N,0,26,57,7,15,5,7,14,30,17,10,6,5,15,22,54,11,29,15,22,12,14,10,16,4,0,16
2012,142,3110,68,3456,59,N,0,24,53,9,22,11,14,7,23,11,11,5,8,14,24,50,8,21,11,19,14,29,12,11,3,4,17
2012,136,3181,75,3468,62,N,0,30,59,15,28,13,16,11,24,14,8,7,6,19,26,65,8,24,10,16,12,31,12,10,6,4,15
2012,136,3447,61,3355,53,N,0,25,52,4,13,13,17,8,25,12,14,5,4,22,23,48,5,15,10,13,11,27,11,11,6,3,17
2012,136,3473,59,3330,55,N,0,25,57,7,17,10,15,7,26,13,20,6,1,15,22,49,4,12,12,17,6,26,13,12,7,4,19
2012,136,3367,65,3175,61,N,0,27,53,11,28,9,12,13,20,13,11,4,2,19,20,49,6,18,14,19,8,21,10,11,5,4,11
2012,136,3161,58,3417,57,N,0,22,53,8,19,16,21,11,31,12,9,6,3,15,23,73,8,23,11,15,11,18,10,12,0,3,16
2012,136,3134,67,3402,59,N,0,27,60,10,21,14,18,8,23,13,11,6,7,18,23,61,9,19,13,17,10,21,13,14,4,5,19
2012,136,3232,69,3157,57,N,0,27,61,10,18,13,17,7,25,14,17,5,2,20,24,60,3,10,12,15,11,20,16,12,5,0,16
2012,136,3264,65,3409,64,N,0,23,61,6,12,16,22,6,28,11,14,3,6,17,24,61,7,15,9,14,10,16,11,10,7,5,16
2012,138,3181,69,3264,64,N,0,26,73,9,18,7,9,15,27,13,13,7,2,19,26,49,9,22,10,14,10,25,13,15,4,5,12
2012,138,3447,70,3232,62,N,0,25,57,8,25,7,11,9,19,15,14,6,3,20,25,67,8,16,16,22,6,31,10,11,4,1,15
2012,138,3473,70,3134,69,N,0,30,54,8,18,11,14,14,26,16,13,5,3,21,26,67,10,19,10,15,13,26,13,9,6,3,17
2012,138,3367,66,3161,65,N,0,27,59,7,18,10,13,12,21,14,7,5,3,18,26,67,5,14,12,16,10,32,12,15,6,3,18
2012,140,3367,64,3181,61,N,0,27,48,7,19,15,20,10,26,13,16,3,3,16,22,62,10,17,12,14,11,24,14,18,4,3,17
2012,140,3447,62,3473,54,N,0,25,53,8,15,10,16,7,21,14,11,5,6,16,21,55,7,16,16,18,8,31,10,14,5,3,19
2012,142,3447,59,3367,54,N,0,19,52,7,21,13,19,13,32,11,10,5,5,22,19,63,12,25,11,16,15,26,11,12,7,3,20
2012,136,3256,58,3311,51,N,0,24,53,8,21,14,19,10,28,12,14,10,2,14,18,66,8,17,15,18,9,17,7,12,4,5,20
2012,136,3453,70,3425,66,N,0,26,68,10,24,15,20,13,20,12,12,7,2,21,21,64,12,27,12,19,12,23,8,17,6,0,21
2012,136,3187,69,3356,68,N,0,26,65,7,13,18,23,10,27,15,12,7,7,20,30,58,11,22,6,10,9,18,16,15,6,3,20
2012,136,3258,63,3173,54,N,0,27,56,8,16,11,16,7,28,13,13,7,3,15,19,59,6,17,17,24,9,19,12,14,4,3,20
2012,136,3390,64,3457,57,N,0,27,68,7,20,16,25,6,25,16,17,5,2,20,20,63,9,23,14,18,9,23,8,18,7,2,18
2012,136,3384,67,3474,60,N,0,29,61,11,22,15,21,7,21,14,11,2,5,17,23,55,8,18,10,13,15,21,11,14,6,6,17
2012,136,3429,66,3320,58,N,0,24,46,9,20,10,13,13,19,16,14,5,4,20,24,58,9,17,13,17,7,20,13,14,3,6,14
2012,136,3260,70,3322,48,N,0,26,62,12,21,16,21,15,22,14,16,6,0,21,19,59,8,20,14,19,8,18,8,11,7,9,18
2012,138,3260,69,3256,51,N,0,27,65,11,20,14,18,5,24,13,8,2,0,18,18,59,10,20,18,23,6,27,12,12,4,2,21
2012,138,3453,63,3429,60,N,0,26,65,12,25,10,16,7,26,13,11,7,3,19,21,64,7,14,11,16,9,22,13,12,8,4,18
2012,138,3187,67,3384,64,N,0,28,69,8,19,10,15,7,20,13,12,7,2,17,23,61,11,22,13,18,7,32,11,12,7,2,13
2012,138,3258,69,3390,65,N,0,25,58,7,14,10,14,15,25,9,16,2,4,10,23,65,10,24,15,23,14,25,12,13,7,2,21
2012,140,3260,71,3258,56,N,0,28,51,10,17,14,19,14,27,12,11,9,4,20,20,59,10,25,16,21,5,23,14,14,5,7,14
2012,140,3187,76,3453,61,N,0,34,58,11,22,16,19,6,27,17,13,7,2,17,25,61,8,22,13,19,6,19,14,13,7,2,22
2012,142,3260,73,3187,62,N,0,27,61,8,13,14,17,9,27,15,13,6,3,22,21,64,8,16,9,12,9,26,10,16,6,4,17
2012,136,3292,65,3288,60,N,0,31,58,10,18,11,16,16,31,13,14,8,7,21,22,51,7,17,13,19,9,21,11,16,4,2,14
2012,136,3118,70,3148,66,N,0,27,63,12,29,10,13,15,28,15,9,5,0,19,24,61,6,15,13,19,9,26,12,5,5,0,17
2012,136,3245,72,3121,71,N,0,30,57,8,15,11,15,12,19,17,12,5,1,24,25,62,6,15,11,16,10,26,11,10,6,6,18
2012,136,3324,69,3170,66,N,0,27,54,9,23,13,16,8,23,16,12,6,4,18,22,58,10,23,19,23,6,29,8,7,7,1,18
2012,136,3357,63,3433,62,N,0,27,60,9,21,12,17,6,19,14,11,7,3,16,28,69,9,22,15,20,13,25,10,15,6,4,18
2012,136,3439,50,3339,44,N,0,16,56,9,21,17,22,15,24,7,10,7,4,14,18,68,9,16,12,14,7,24,9,9,10,7,19
2012,136,3302,68,3227,65,N,0,25,50,8,19,16,20,8,25,15,14,7,2,16,26,65,10,23,12,15,7,26,12,12,5,3,19
2012,136,3307,70,3405,64,N,0,24,57,7,17,15,22,13,32,14,16,5,3,20,27,51,8,21,15,19,17,29,15,8,6,2,21
2012,138,3307,53,3292,44,N,0,16,52,7,16,10,16,12,22,10,14,8,6,19,17,49,11,23,11,16,5,21,10,9,1,0,19
2012,138,3302,62,3118,57,N,0,26,64,5,14,9,12,8,23,14,13,5,5,14,24,53,8,21,13,17,10,27,12,15,6,3,10
2012,138,3245,66,3439,62,N,0,28,59,11,23,11,16,5,21,14,11,5,5,18,26,57,5,18,9,15,12,21,13,11,4,4,19
2012,138,3324,63,3357,61,N,0,24,58,8,18,11,16,11,23,12,5,6,3,12,24,67,4,16,15,21,7,22,12,9,8,6,12
2012,140,3307,63,3324,58,N,0,26,59,7,16,9,16,8,25,15,10,1,3,18,23,61,4,13,10,13,7,23,10,7,4,3,20
2012,140,3245,63,3302,59,N,0,22,67,11,24,11,14,10,18,12,11,2,5,17,25,57,11,21,16,19,11,28,14,15,6,1,15
2012,142,3307,59,3245,50,N,0,23,64,8,22,9,14,16,26,11,11,7,7,18,20,66,8,19,6,9,13,22,10,10,1,6,19
2012,146,3110,58,3447,54,N,0,19,49,10,24,10,15,9,22,10,15,7,3,21,27,53,8,21,15,22,9,20,13,16,6,0,16
2012,146,3307,56,3260,53,N,0,24,70,10,21,8,14,8,18,15,11,3,0,17,20,65,7,15,12,16,8,26,13,14,6,8,21
2012,148,3307,60,3110,58,N,0,21,60,9,21,10,16,8,22,13,13,5,2,12,26,55,4,15,17,22,9,21,16,15,5,3,16
2013,136,3292,57,3232,56,N,0,23,61,9,17,15,19,8,27,17,13,4,3,22,21,56,10,18,10,15,5,21,11,14,5,4,18
2013,136,3445,67,3178,54,N,0,27,59,14,26,12,15,12,16,13,16,3,6,19,23,68,9,22,13,18,4,21,12,14,8,4,22
2013,136,3382,58,3399,53,N,0,22,62,11,23,15,19,10,21,11,8,3,5,13,24,62,6,15,13,19,6,24,11,17,8,4,23
