Season,Seed,TeamID
2011,Z03,3161
2011,Z04,3325
2011,Z05,3324
2011,Z06,3356
2011,Z07,3360
2011,Z08,3287
2011,Z09,3382
2011,Z10,3170
2011,Z11,3409
2011,Z12,3474
2011,Z13,3210
2011,Z14,3402
2011,Z15,3340
2011,Z16,3399
2011,W16a,3367
2011,W16b,3292
2011,X16a,3121
2011,X16b,3267
2012,W01,3399
2012,W02,3352
2012,W03,3146
2012,W04,3456
2012,W05,3459
2012,W06,3217
2012,W07,3327
2012,W08,3416
2012,W09,3210
2012,W10,3110
2012,W11,3361
2012,W12,3191
2012,W13,3423
2012,W14,3393
2012,W15,3291
2012,W16,3274
2012,X01,3468
2012,X02,3355
2012,X03,3330
2012,X04,3367
2012,X05,3161
2012,X06,3134
2012,X07,3232
2012,X08,3409
2012,X09,3264
2012,X10,3157
2012,X11,3402
2012,X12,3417
2012,X13,3175
2012,X14,3473
2012,X15,3447
2012,X16,3382
2012,Y01,3311
2012,Y02,3425
2012,Y03,3187
2012,Y04,3258
2012,Y05,3390
2012,Y06,3384
2012,Y07,3320
2012,Y08,3322
2012,Y09,3260
2012,Y10,3429
2012,Y11,3474
2012,Y12,3457
2012,Y13,3173
2012,Y14,3356
2012,Y15,3453
2012,Y16,3256
2012,Z01,3288
2012,Z02,3118
2012,Z03,3245
2012,Z04,3324
2012,Z05,3433
2012,Z06,3339
2012,Z07,3227
2012,Z08,3307
2012,Z09,3405
2012,Z10,3302
2012,Z11,3439
2012,Z12,3357
2012,Z13,3170
2012,Z14,3121
2012,Z15,3148
2012,Z16,3292
2012,W16a,3254
2012,W16b,3445
2012,X16a,3181
2012,X16b,3359
2013,W01,3292
2013,W02,3178
2013,W03,3382
2013,W04,3258
2013,W05,3305
2013,W06,3425
2013,W07,3146
2013,W08,3191
2013,W09,3426
2013,W10,3324
2013,W11,3170
2013,W12,3353
2013,W13,3384
2013,W14,3399
2013,W15,3445
2013,W16,3416
2013,X01,3327
2013,X02,3302
2013,X03,3210
2013,X04,3161
2013,X05,3474
2013,X06,3169
2013,X07,3260
2013,X08,3352
2013,X09,3473
2013,X10,3340
2013,X11,3134
2013,X12,3360
2013,X13,3127
2013,X14,3467
2013,X15,3181
2013,X16,3342
2013,Y01,3291
2013,Y02,3274
2013,Y03,3385
2013,Y04,3265
2013,Y05,3423
2013,Y06,3187
2013,Y07,3275
2013,Y08,3330
2013,Y09,3311
2013,Y10,3121
2013,Y11,3402
2013,Y12,3391
2013,Y13,3409
2013,Y14,3227
2013,Y15,3357
2013,Y16,3207
2013,Z01,3245
2013,Z02,3256
2013,Z03,3331
2013,Z04,3339
2013,Z05,3175
2013,Z06,3266
2013,Z07,3361
2013,Z08,3447
2013,Z09,3322
2013,Z10,3448
2013,Z11,3110
2013,Z12,3356
2013,Z13,3149
2013,Z14,3203
2013,Z15,3143
2013,Z16,3367
2013,W16a,3232
2013,W16b,3393
2013,X16a,3429
2013,X16b,3217
2014,W01,3111
2014,W02,3274
2014,W03,3187
2014,W04,3457
2014,W05,3232
2014,W06,3447
2014,W07,3227
2014,W08,3331
2014,W09,3295
2014,W10,3324
2014,W11,3316
2014,W12,3181
2014,W13,3423
2014,W14,3340
2014,W15,3256
2014,W16,3161
2014,X01,3391
2014,X02,3134
2014,X03,3320
2014,X04,3357
2014,X05,3433
2014,X06,3425
2014,X07,3288
2014,X08,3291
2014,X09,3204
2014,X10,3327
2014,X11,3178
2014,X12,3409
2014,X13,3146
2014,X14,3426
2014,X15,3169
2014,X16,3405
2014,Y01,3292
2014,Y02,3367
2014,Y03,3245
2014,Y04,3121
2014,Y05,3231
2014,Y06,3355
2014,Y07,3402
2014,Y08,3384
2014,Y09,3322
2014,Y10,3170
2014,Y11,3238
2014,Y12,3467
2014,Y13,3399
2014,Y14,3356
2014,Y15,3157
2014,Y16,3302
2014,Z01,3416
2014,Z02,3436
2014,Z03,3217
2014,Z04,3275
2014,Z05,3352
2014,Z06,3393
2014,Z07,3260
2014,Z08,3473
2014,Z09,3373
2014,Z10,3210
2014,Z11,3339
2014,Z12,3203
2014,Z13,3445
2014,Z14,3429
2014,Z15,3325
2014,Z16,3191
2014,W16a,3175
2014,W16b,3253
2014,X16a,3361
2014,X16b,3258
2015,W01,3207
2015,W02,3245
2015,W03,3320
2015,W04,3275
2015,W05,3302
2015,W06,3402
2015,W07,3134
2015,W08,3277
2015,W09,3258
2015,W10,3325
2015,W11,3161
2015,W12,3256
2015,W13,3416
2015,W14,3118
2015,W15,3266
2015,W16,3429
2015,X01,3260
2015,X02,3217
2015,X03,3295
2015,X04,3274
2015,X05,3204
2015,X06,3175
2015,X07,3181
2015,X08,3187
2015,X09,3330
2015,X10,3337
2015,X11,3457
2015,X12,3265
2015,X13,3433
2015,X14,3384
2015,X15,3157
2015,X16,3238
2015,Y01,3244
2015,Y02,3170
2015,Y03,3191
2015,Y04,3391
2015,Y05,3409
2015,Y06,3210
2015,Y07,3292
2015,Y08,3453
2015,Y09,3474
2015,Y10,3324
2015,Y11,3339
2015,Y12,3146
2015,Y13,3356
2015,Y14,3149
2015,Y15,3445
2015,Y16,3382
2015,Z01,3291
2015,Z02,3322
2015,Z03,3355
2015,Z04,3468
2015,Z05,3467
2015,Z06,3127
2015,Z07,3121
2015,Z08,3232
2015,Z09,3342
2015,Z10,3426
2015,Z11,3434
2015,Z12,3352
2015,Z13,3169
2015,Z14,3399
2015,Z15,3311
2015,Z16,3456
2015,W16a,3327
2015,W16b,3385
2015,X16a,3357
2015,X16b,3473
2016,W01,3356
2016,W02,3191
2016,W03,3448
2016,W04,3417
2016,W05,3429
2016,W06,3275
2016,W07,3330
2016,W08,3121
2016,W09,3436
2016,W10,3181
2016,W11,3170
2016,W12,3391
2016,W13,3355
2016,W14,3468
2016,W15,3274
2016,W16,3467
2016,X01,3187
2016,X02,3245
2016,X03,3217
2016,X04,3426
2016,X05,3399
2016,X06,3413
2016,X07,3254
2016,X08,3166
2016,X09,3111
2016,X10,3457
2016,X11,3127
2016,X12,3423
2016,X13,3322
2016,X14,3302
2016,X15,3146
2016,X16,3178
2016,Y01,3287
2016,Y02,3357
2016,Y03,3292
2016,Y04,3175
2016,Y05,3110
2016,Y06,3425
2016,Y07,3311
2016,Y08,3134
2016,Y09,3352
2016,Y10,3384
2016,Y11,3210
2016,Y12,3258
2016,Y13,3161
2016,Y14,3244
2016,Y15,3409
2016,Y16,3232
2016,Z01,3337
2016,Z02,3173
2016,Z03,3327
2016,Z04,3393
2016,Z05,3260
2016,Z06,3253
2016,Z07,3473
2016,Z08,3445
2016,Z09,3152
2016,Z10,3324
2016,Z11,3416
2016,Z12,3339
2016,Z13,3447
2016,Z14,3256
2016,Z15,3291
2016,Z16,3204
2016,W16a,3320
2016,W16b,3405
2016,X16a,3367
2016,X16b,3143
2017,W01,3468
2017,W02,3210
2017,W03,3357
2017,W04,3433
2017,W05,3159
2017,W06,3292
2017,W07,3173
2017,W08,3339
2017,W09,3322
2017,W10,3382
2017,W11,3474
2017,W12,3161
2017,W13,3330
2017,W14,3356
2017,W15,3169
2017,W16,3178
2017,X01,3453
2017,X02,3256
2017,X03,3121
2017,X04,3187
2017,X05,3245
2017,X06,3260
2017,X07,3181
2017,X08,3429
2017,X09,3409
2017,X10,3352
2017,X11,3207
2017,X12,3324
2017,X13,3102
2017,X14,3264
2017,X15,3327
2017,X16,3275
2017,Y01,3291
2017,Y02,3416
2017,Y03,3295
2017,Y04,3425
2017,Y05,3227
2017,Y06,3170
2017,Y07,3367
2017,Y08,3258
2017,Y09,3146
2017,Y10,3384
2017,Y11,3302
2017,Y12,3110
2017,Y13,3426
2017,Y14,3280
2017,Y15,3175
2017,Y16,3148
2017,Z01,3191
2017,Z02,3447
2017,Z03,3399
2017,Z04,3134
2017,Z05,3457
2017,Z06,3253
2017,Z07,3274
2017,Z08,3436
2017,Z09,3296
2017,Z10,3391
2017,Z11,3473
2017,Z12,3232
2017,Z13,3143
2017,Z14,3127
2017,Z15,3405
2017,Z16,3402
2017,W16a,3448
2017,W16b,3337
2017,X16a,3311
2017,X16b,3445
2018,W01,3339
2018,W02,3187
2018,W03,3161
2018,W04,3170
2018,W05,3311
2018,W06,3473
2018,W07,3355
2018,W08,3402
2018,W09,3146
2018,W10,3322
2018,W11,3204
2018,W12,3416
2018,W13,3291
2018,W14,3232
2018,W15,3191
2018,W16,3384
2018,X01,3474
2018,X02,3352
2018,X03,3134
2018,X04,3175
2018,X05,3444
2018,X06,3207
2018,X07,3357
2018,X08,3260
2018,X09,3367
2018,X10,3327
2018,X11,3330
2018,X12,3423
2018,X13,3256
2018,X14,3118
2018,X15,3425
2018,X16,3448
2018,Y01,3140
2018,Y02,3307
2018,Y03,3132
2018,Y04,3274
2018,Y05,3181
2018,Y06,3287
2018,Y07,3253
2018,Y08,3110
2018,Y09,3393
2018,Y10,3324
2018,Y11,3302
2018,Y12,3457
2018,Y13,3169
2018,Y14,3258
2018,Y15,3127
2018,Y16,3433
2018,Z01,3203
2018,Z02,3178
2018,Z03,3445
2018,Z04,3409
2018,Z05,3468
2018,Z06,3436
2018,Z07,3292
2018,Z08,3382
2018,Z09,3399
2018,Z10,3210
2018,Z11,3356
2018,Z12,3305
2018,Z13,3447
2018,Z14,3245
2018,Z15,3320
2018,Z16,3235
2018,W16a,3417
2018,W16b,3426
2018,X16a,3121
2018,X16b,3467
2019,W01,3275
2019,W02,3111
2019,W03,3200
2019,W04,3402
2019,W05,3425
2019,W06,3474
2019,W07,3106
2019,W08,3157
2019,W09,3320
2019,W10,3292
2019,W11,3204
2019,W12,3352
2019,W13,3439
2019,W14,3181
2019,W15,3322
2019,W16,3187
2019,X01,3110
2019,X02,3302
2019,X03,3253
2019,X04,3324
2019,X05,3426
2019,X06,3357
2019,X07,3445
2019,X08,3339
2019,X09,3382
2019,X10,3448
2019,X11,3327
2019,X12,3468
2019,X13,3245
2019,X14,3384
2019,X15,3121
2019,X16,3210
2019,Y01,3367
2019,Y02,3256
2019,Y03,3146
2019,Y04,3274
2019,Y05,3287
2019,Y06,3260
2019,Y07,3244
2019,Y08,3311
2019,Y09,3459
2019,Y10,3307
2019,Y11,3207
2019,Y12,3399
2019,Y13,3161
2019,Y14,3473
2019,Y15,3356
2019,Y16,3429
2019,Z01,3416
2019,Z02,3423
2019,Z03,3377
2019,Z04,3391
2019,Z05,3291
2019,Z06,3191
2019,Z07,3258
2019,Z08,3337
2019,Z09,3361
2019,Z10,3232
2019,Z11,3330
2019,Z12,3467
2019,Z13,3134
2019,Z14,3393
2019,Z15,3175
2019,Z16,3457
2019,W16a,3409
2019,W16b,3342
2019,X16a,3331
2019,X16b,3170
2020,W01,3327
2020,W02,3393
2020,W03,3217
2020,W04,3433
2020,W05,3390
2020,W06,3356
2020,W07,3448
2020,W08,3456
2020,W09,3291
2020,W10,3474
2020,W11,3339
2020,W12,3423
2020,W13,3416
2020,W14,3384
2020,W15,3134
2020,W16,3260
2020,X01,3467
2020,X02,3305
2020,X03,3447
2020,X04,3473
2020,X05,3181
2020,X06,3245
2020,X07,3266
2020,X08,3357
2020,X09,3102
2020,X10,3355
2020,X11,3431
2020,X12,3409
2020,X13,3161
2020,X14,3191
2020,X15,3322
2020,X16,3302
2020,Y01,3170
2020,Y02,3146
2020,Y03,3275
2020,Y04,3232
2020,Y05,3425
2020,Y06,3106
2020,Y07,3210
2020,Y08,3256
2020,Y09,3426
2020,Y10,3436
2020,Y11,3380
2020,Y12,3296
2020,Y13,3274
2020,Y14,3399
2020,Y15,3352
2020,Y16,3187
2020,Z01,3468
2020,Z02,3324
2020,Z03,3413
2020,Z04,3292
2020,Z05,3110
2020,Z06,3311
2020,Z07,3330
2020,Z08,3175
2020,Z09,3320
2020,Z10,3258
2020,Z11,3382
2020,Z12,3385
2020,Z13,3169
2020,Z14,3207
2020,Z15,3445
2020,Z16,3178
2020,W16a,3457
2020,W16b,3203
2020,X16a,3429
2020,X16b,3337
2021,W01,3106
2021,W02,3416
2021,W03,3357
2021,W04,3426
2021,W05,3292
2021,W06,3417
2021,W07,3253
2021,W08,3423
2021,W09,3450
2021,W10,3227
2021,W11,3327
2021,W12,3352
2021,W13,3382
2021,W14,3207
2021,W15,3260
2021,W16,3330
2021,X01,3127
2021,X02,3265
2021,X03,3361
2021,X04,3356
2021,X05,3173
2021,X06,3307
2021,X07,3324
2021,X08,3402
2021,X09,3204
2021,X10,3256
2021,X11,3121
2021,X12,3146
2021,X13,3429
2021,X14,3409
2021,X15,3339
2021,X16,3187
2021,Y01,3274
2021,Y02,3232
2021,Y03,3337
2021,Y04,3445
2021,Y05,3425
2021,Y06,3367
2021,Y07,3210
2021,Y08,3267
2021,Y09,3473
2021,Y10,3280
2021,Y11,3161
2021,Y12,3166
2021,Y13,3389
2021,Y14,3258
2021,Y15,3302
2021,Y16,3384
2021,Z01,3459
2021,Z02,3393
2021,Z03,3134
2021,Z04,3217
2021,Z05,3191
2021,Z06,3203
2021,Z07,3438
2021,Z08,3245
2021,Z09,3405
2021,Z10,3288
2021,Z11,3244
2021,Z12,3399
2021,Z13,3170
2021,Z14,3355
2021,Z15,3181
2021,Z16,3322
2021,W16a,3391
2021,W16b,3291
2021,X16a,3311
2021,X16b,3110
2022,W01,3170
2022,W02,3169
2022,W03,3333
2022,W04,3357
2022,W05,3200
2022,W06,3227
2022,W07,3106
2022,W08,3175
2022,W09,3352
2022,W10,3367
2022,W11,3166
2022,W12,3330
2022,W13,3245
2022,W14,3425
2022,W15,3127
2022,W16,3322
2022,X01,3291
2022,X02,3258
2022,X03,3217
2022,X04,3429
2022,X05,3207
2022,X06,3203
2022,X07,3307
2022,X08,3121
2022,X09,3260
2022,X10,3409
2022,X11,3445
2022,X12,3134
2022,X13,3433
2022,X14,3361
2022,X15,3426
2022,X16,3152
2022,Y01,3191
2022,Y02,3384
2022,Y03,3457
2022,Y04,3292
2022,Y05,3311
2022,Y06,3388
2022,Y07,3181
2022,Y08,3324
2022,Y09,3339
2022,Y10,3232
2022,Y11,3356
2022,Y12,3275
2022,Y13,3474
2022,Y14,3274
2022,Y15,3416
2022,Y16,3417
2022,Z01,3277
2022,Z02,3467
2022,Z03,3187
2022,Z04,3468
2022,Z05,3354
2022,Z06,3355
2022,Z07,3327
2022,Z08,3402
2022,Z09,3436
2022,Z10,3161
2022,Z11,3302
2022,Z12,3382
2022,Z13,3146
2022,Z14,3393
2022,Z15,3399
2022,Z16,3256
2022,W16a,3473
2022,W16b,3210
2022,X16a,3143
2022,X16b,3264
2023,W01,3191
2023,W02,3311
2023,W03,3110
2023,W04,3232
2023,W05,3436
2023,W06,3417
2023,W07,3152
2023,W08,3396
2023,W09,3361
2023,W10,3264
2023,W11,3146
2023,W12,3474
2023,W13,3457
2023,W14,3106
2023,W15,3324
2023,W16,3409
2023,X01,3272
2023,X02,3274
2023,X03,3459
2023,X04,3245
2023,X05,3367
2023,X06,3325
2023,X07,3352
2023,X08,3320
2023,X09,3425
2023,X10,3134
2023,X11,3127
2023,X12,3258
2023,X13,3468
2023,X14,3467
2023,X15,3121
2023,X16,3416
2023,Y01,3296
2023,Y02,3385
2023,Y03,3340
2023,Y04,3339
2023,Y05,3187
2023,Y06,3102
2023,Y07,3161
2023,Y08,3181
2023,Y09,3149
2023,Y10,3356
2023,Y11,3170
2023,Y12,3355
2023,Y13,3291
2023,Y14,3292
2023,Y15,3322
2023,Y16,3207
2023,Z01,3111
2023,Z02,3295
2023,Z03,3302
2023,Z04,3327
2023,Z05,3260
2023,Z06,3148
2023,Z07,3357
2023,Z08,3210
2023,Z09,3445
2023,Z10,3399
2023,Z11,3256
2023,Z12,3429
2023,Z13,3175
2023,Z14,3337
2023,Z15,3453
2023,Z16,3393
2023,W16a,3384
2023,W16b,3473
2023,X16a,3382
2023,X16b,3169
2024,W01,3296
2024,W02,3265
2024,W03,3258
2024,W04,3274
2024,W05,3356
2024,W06,3210
2024,W07,3429
2024,W08,3175
2024,W09,3256
2024,W10,3339
2024,W11,3473
2024,W12,3396
2024,W13,3322
2024,W14,3146
2024,W15,3445
2024,W16,3170
2024,X01,3447
2024,X02,3425
2024,X03,3238
2024,X04,3166
2024,X05,3324
2024,X06,3409
2024,X07,3352
2024,X08,3311
2024,X09,3191
2024,X10,3436
2024,X11,3181
2024,X12,3106
2024,X13,3474
2024,X14,3393
2024,X15,3433
2024,X16,3457
2024,Y01,3260
2024,Y02,3357
2024,Y03,3384
2024,Y04,3367
2024,Y05,3307
2024,Y06,3330
2024,Y07,3468
2024,Y08,3232
2024,Y09,3340
2024,Y10,3416
2024,Y11,3292
2024,Y12,3121
2024,Y13,3277
2024,Y14,3320
2024,Y15,3444
2024,Y16,3306
2024,Z01,3245
2024,Z02,3102
2024,Z03,3235
2024,Z04,3355
2024,Z05,3127
2024,Z06,3382
2024,Z07,3402
2024,Z08,3111
2024,Z09,3187
2024,Z10,3110
2024,Z11,3467
2024,Z12,3203
2024,Z13,3399
2024,Z14,3456
2024,Z15,3161
2024,Z16,3134
2024,W16a,3327
2024,W16b,3244
2024,X16a,3275
2024,X16b,3302
2025,W01,3302
2025,W02,3237
2025,W03,3324
2025,W04,3339
2025,W05,3467
2025,W06,3121
2025,W07,3352
2025,W08,3253
2025,W09,3393
2025,W10,3355
2025,W11,3266
2025,W12,3367
2025,W13,3175
2025,W14,3127
2025,W15,3264
2025,W16,3447
2025,X01,3382
2025,X02,3146
2025,X03,3425
2025,X04,3431
2025,X05,3170
2025,X06,3200
2025,X07,3258
2025,X08,3191
2025,X09,3416
2025,X10,3399
2025,X11,3286
2025,X12,3292
2025,X13,3384
2025,X14,3468
2025,X15,3330
2025,X16,3322
2025,Y01,3456
2025,Y02,3356
2025,Y03,3278
2025,Y04,3245
2025,Y05,3210
2025,Y06,3110
2025,Y07,3426
2025,Y08,3433
2025,Y09,3232
2025,Y10,3429
2025,Y11,3402
2025,Y12,3320
2025,Y13,3357
2025,Y14,3187
2025,Y15,3423
2025,Y16,3287
2025,Z01,3311
2025,Z02,3157
2025,Z03,3385
2025,Z04,3409
2025,Z05,3327
2025,Z06,3260
2025,Z07,3337
2025,Z08,3161
2025,Z09,3181
2025,Z10,3457
2025,Z11,3134
2025,Z12,3240
2025,Z13,3275
2025,Z14,3473
2025,Z15,3295
2025,Z16,3291
2025,W16a,3445
2025,W16b,3274
2025,X16a,3471
2025,X16b,3203
